voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy
-1.2012985,0.04494567,0.31966665,287.715,0.00069776666,5.431629,-0.562636,0.7427707,0.049083333,763.85,-0.0011802725,6.255657
-1.2171365,0.02156291,0.33116665,298.205,0.000662676,5.468321,-0.5345248,0.759171,0.053333335,830.095,-0.0011024873,6.3368473
-1.2177033,0.013135676,0.33725,303.495,0.00064794655,5.487091,-0.5293249,0.7625903,0.054,839.60004,-0.001092575,6.3468943
-1.2025132,0.03435555,0.31458333,283.18,0.00070435967,5.438107,-0.51873416,0.7634396,0.061,953.445,-0.0009763867,6.498916
-1.2247052,0.048897177,0.332,298.63,0.0006740918,5.462928,-0.5045404,0.77064973,0.069,1079.61,-0.0008663889,6.59941
-1.222828,0.012781446,0.33641666,302.79,0.00065046625,5.4985795,-0.51949567,0.76661295,0.061416667,958.135,-0.00096185994,6.4938865
-1.2224056,0.04279278,0.332,298.78,0.00067244674,5.471589,-0.5075642,0.7679029,0.066,1033.095,-0.00090688735,6.5644403
-1.2277299,0.038541988,0.33541667,301.78,0.0006625506,5.495024,-0.5004673,0.77300453,0.066250004,1038.005,-0.00090229086,6.580883
-1.2239679,0.0516548,0.33125,298.0,0.00067804835,5.4596143,-0.50026166,0.7727941,0.07016666,1099.48,-0.00085398526,6.6169243
-1.2212857,0.036083248,0.32908332,296.2,0.00067427615,5.4579425,-0.5197372,0.76402557,0.060833335,947.265,-0.0009768776,6.4696913
-1.2091333,0.037336767,0.32125,289.255,0.0006905274,5.440532,-0.5507287,0.74948585,0.05183333,804.85,-0.0011275177,6.3114862
-1.2259126,0.02437463,0.33441666,300.87,0.00065794616,5.476649,-0.51322836,0.76877207,0.0615,960.02,-0.0009684016,6.482986
-1.2179157,0.029280003,0.33,297.27,0.0006696416,5.4836226,-0.51707846,0.7674564,0.060666665,950.96,-0.0009768662,6.4925203
-1.2139503,0.01843958,0.33616668,302.665,0.0006522088,5.4848323,-0.53266597,0.7618711,0.05358333,832.61,-0.001096807,6.339065
-1.2145141,0.05707659,0.32191667,289.68,0.0007000133,5.4428234,-0.5015783,0.7724284,0.06508333,1020.55,-0.00092027074,6.552239
-1.2071213,0.04125449,0.31983334,287.95,0.00069554825,5.4359317,-0.5527366,0.74830806,0.0515,799.08997,-0.0011339865,6.3047705
-1.2029514,0.03556502,0.31508332,283.595,0.00070391264,5.432844,-0.5054033,0.770155,0.06408333,1002.87,-0.0009327827,6.539967
-1.2163484,0.052377436,0.32433334,291.745,0.0006937674,5.4547367,-0.5035367,0.77086174,0.065,1014.77997,-0.0009242761,6.551387
-1.2171398,0.022928372,0.33025,297.355,0.00066501624,5.465314,-0.5337265,0.7594321,0.053166665,826.78,-0.0011084416,6.333038
-1.2130518,0.027225489,0.32975,296.7,0.0006690498,5.4626675,-0.53877836,0.7566303,0.053083334,824.41003,-0.0011089041,6.330014
-1.2262236,0.022872396,0.33483332,301.335,0.00065671955,5.4851503,-0.51511645,0.76805735,0.06125,957.265,-0.000970023,6.4870596
-1.2246488,0.037974477,0.33233333,298.895,0.00066936004,5.4885087,-0.5056826,0.770898,0.06441667,1007.19,-0.0009256795,6.5519404
-1.2013936,0.039669953,0.32916668,296.345,0.0006754019,5.4633,-0.5537981,0.75032663,0.050416667,784.125,-0.0011582313,6.2796245
-1.2018961,0.03488314,0.31366667,282.28,0.00070704025,5.434453,-0.5189105,0.76331437,0.060666665,948.14,-0.0009809973,6.493577
-1.212299,0.02925593,0.32583332,293.495,0.0006777389,5.4724574,-0.5177114,0.7665256,0.05975,936.035,-0.0009934854,6.476775
-1.2159414,0.05979431,0.32391667,291.43,0.00069722015,5.437456,-0.4931532,0.77679884,0.06741667,1059.8,-0.00089162186,6.5779133
-1.2230246,0.030166617,0.33125,298.085,0.0006669147,5.4651623,-0.51568824,0.76697123,0.061,952.84,-0.0009756174,6.474846
-1.216343,0.045770172,0.32341668,291.11,0.00069091946,5.460756,-0.5113572,0.7678742,0.061916668,968.91,-0.00096351583,6.513854
-1.211497,0.0209256,0.33016667,297.2,0.0006663142,5.465175,-0.5287491,0.76261616,0.059083335,918.265,-0.0010000141,6.4357877
-1.2164886,0.05521037,0.32433334,291.91,0.0006942214,5.439806,-0.49796683,0.7739619,0.06683333,1046.21,-0.0009001078,6.5668344
-1.204395,0.027168414,0.32083333,288.72,0.0006884605,5.457587,-0.5223462,0.76245993,0.059083335,917.525,-0.001010522,6.4574075
-1.230247,0.04036184,0.33583334,302.13,0.00066303334,5.4760857,-0.4868295,0.78152055,0.07508333,1180.65,-0.0008010321,6.685301
-1.207444,0.020570338,0.32666665,293.98502,0.0006733894,5.473675,-0.5228552,0.76419294,0.060333334,942.785,-0.0009820638,6.4808335
-1.2261885,0.035667233,0.33316666,299.815,0.0006659819,5.491617,-0.5075902,0.7696586,0.06425,1003.985,-0.00092822005,6.54852
-1.2178171,0.05617688,0.32516667,292.525,0.0006940553,5.441744,-0.49897322,0.7736428,0.06741667,1055.525,-0.00089286326,6.5753536
-1.2245699,0.029422738,0.33291668,299.525,0.000663617,5.4699383,-0.51827794,0.7648225,0.061333332,955.73,-0.00096954533,6.478369
-1.2205354,0.045107972,0.32733333,294.54,0.0006833362,5.4724646,-0.5085877,0.7688121,0.06316667,987.775,-0.0009449991,6.5323133
-1.2257177,0.0453321,0.33366665,300.27,0.0006688545,5.469254,-0.50514966,0.77056974,0.06891666,1078.275,-0.00086790253,6.597856
-1.2266014,-0.0030738409,0.34600002,311.4,0.000625181,5.5344334,-0.52030456,0.76798487,0.06383333,993.21,-0.000920844,6.534285
-1.2271055,0.030805156,0.33466667,301.25,0.0006604191,5.4967694,-0.5101799,0.7688776,0.06391667,999.845,-0.0009334068,6.5447297
-1.2101638,0.040949505,0.32025,288.205,0.0006962487,5.4527755,-0.51236576,0.76674354,0.061833333,968.085,-0.0009631734,6.512751
-1.2227818,0.008226679,0.33625,302.605,0.00064823235,5.483185,-0.52045316,0.76665753,0.059916668,935.77,-0.0009851466,6.4547467
-1.2160183,0.053541336,0.32366666,291.15,0.00069526414,5.4521103,-0.5046435,0.770254,0.06508333,1015.235,-0.0009242308,6.5512743
-1.217481,0.05656445,0.32441667,291.855,0.00069545704,5.43953,-0.49852675,0.77395713,0.06725,1053.215,-0.0008951177,6.5729637
-1.2018818,0.03291469,0.31441668,282.92,0.0007049142,5.437242,-0.5119305,0.76735246,0.062416665,974.715,-0.000958525,6.5186725
-1.2171968,0.05825522,0.32366666,291.29,0.00069656543,5.4474516,-0.5024932,0.7721572,0.065416664,1024.975,-0.0009163371,6.556154
-1.2254817,0.046613794,0.33383334,300.325,0.00066911936,5.4690547,-0.50276244,0.7714159,0.06908333,1082.125,-0.0008649276,6.6017227
-1.2107253,0.0356483,0.32158333,289.65,0.00068880967,5.4421363,-0.548238,0.75072134,0.052,806.485,-0.0011273072,6.312809
-1.2248982,0.026742134,0.33308333,299.76498,0.00066129747,5.4710836,-0.5125052,0.7689078,0.061416667,958.025,-0.0009712012,6.479269
-1.2147183,0.047332425,0.31875,286.695,0.0007044856,5.4227204,-0.45249227,0.79787797,0.07266667,1145.08,-0.00084688485,6.651504
-1.2121664,0.06100723,0.31808335,286.215,0.0007108002,5.419465,-0.4948735,0.7759473,0.066416666,1045.1,-0.00090368814,6.564239
-1.2217641,0.012504273,0.33383334,300.55,0.00065374107,5.476203,-0.529629,0.760852,0.057,886.875,-0.0010353199,6.4027066
-1.2076724,0.04192336,0.318,286.17,0.0007003409,5.4248996,-0.52525556,0.76114315,0.059,918.215,-0.0010068055,6.439002
-1.2002987,0.04081473,0.30741668,276.61,0.00072544446,5.3901205,-0.49655682,0.7749126,0.0655,1027.28,-0.00091719127,6.5474796
-1.2042326,0.036807194,0.32458332,292.355,0.0006834933,5.448401,-0.5500018,0.7508155,0.05116667,795.445,-0.0011454555,6.29428
-1.2207943,0.036570337,0.32833335,295.445,0.0006763605,5.4551883,-0.5159441,0.7658232,0.06075,948.645,-0.0009818865,6.4707627
-1.2127451,0.040713307,0.304,273.565,0.0007353072,5.3759017,-0.4163086,0.81693923,0.07408333,1173.9,-0.00083861215,6.672198
-1.228405,0.009479669,0.34125,307.125,0.0006390132,5.5186954,-0.5112154,0.77090377,0.063083336,987.07,-0.0009410296,6.529857
-1.2242473,0.030650297,0.33241665,299.07,0.00066529796,5.468315,-0.5174057,0.7652186,0.061333332,956.075,-0.0009693099,6.4785132
-1.2093672,0.041635115,0.31925,287.425,0.0006977442,5.4373736,-0.5185996,0.7639562,0.060666665,946.765,-0.0009820943,6.477456
-1.2278705,0.038600318,0.33541667,301.765,0.0006623623,5.4954853,-0.5016633,0.77240425,0.06633333,1038.06,-0.00090216135,6.580909
-1.2032541,0.041970108,0.32133332,289.145,0.0006928282,5.436877,-0.5575566,0.74581605,0.05008333,778.0,-0.0011635453,6.273511
-1.2050699,0.041625626,0.32033333,288.38,0.0006946454,5.4336214,-0.56285644,0.7427292,0.0495,769.935,-0.0011709438,6.264023
-1.2193304,0.033225052,0.32891667,296.02,0.0006742857,5.4789906,-0.5120371,0.76812744,0.061,949.325,-0.0009819755,6.4919295
-1.2173369,0.023234755,0.3305,297.62,0.00066494953,5.4659996,-0.5365396,0.7580974,0.053083334,824.275,-0.0011098254,6.3302393
-1.2179778,0.020595113,0.33191666,298.895,0.00066072494,5.4706073,-0.5362887,0.75825685,0.053166665,825.81,-0.0011075623,6.332064
-1.2015501,0.040404547,0.30933332,278.385,0.0007210022,5.395877,-0.49435577,0.77602303,0.06633333,1039.635,-0.00090777903,6.5591054
-1.2235696,0.04018781,0.33116665,297.77,0.0006735574,5.4829764,-0.50348824,0.77192837,0.0645,1007.84,-0.0009275174,6.552084
-1.2050654,0.038518645,0.30933332,278.405,0.000721985,5.3949842,-0.45358005,0.7966514,0.071333334,1123.1799,-0.000863594,6.6327004
-1.2027174,0.034707796,0.31458333,282.97,0.0007050809,5.436358,-0.51708215,0.7640837,0.060833335,951.345,-0.0009778118,6.495688
-1.2157956,0.047004018,0.32366666,291.21,0.000692145,5.461749,-0.5104255,0.767868,0.062333334,976.405,-0.0009544509,6.5211334
-1.214088,0.008319532,0.34325,309.02,0.0006343921,5.507835,-0.5388055,0.76182705,0.055416666,860.67,-0.0010476842,6.3721027
-1.2165061,0.015092266,0.33633333,302.745,0.00065029296,5.484948,-0.5320412,0.7617011,0.053916667,838.19,-0.0010908946,6.346222
-1.215729,0.0167509,0.33533335,301.78,0.00065314793,5.481664,-0.53411114,0.76054305,0.053666666,834.445,-0.0010949876,6.3421617
-1.2244928,0.0019314034,0.33891666,305.035,0.0006396987,5.492127,-0.5259399,0.76354444,0.05875,916.865,-0.0010026582,6.434757
-1.2003335,0.040597476,0.30725,276.635,0.00072535546,5.390083,-0.49726254,0.77463865,0.06566667,1029.76,-0.0009155689,6.5497103
-1.201738,0.03535173,0.31258333,281.355,0.0007114892,5.4083633,-0.50154054,0.7720453,0.066083334,1032.475,-0.00091097644,6.55319
-1.2205715,0.03953423,0.32825,295.58,0.00067705987,5.455032,-0.52006793,0.7639642,0.061,949.655,-0.00097592047,6.4723005
-1.2209526,0.011309122,0.33558333,302.09,0.0006511109,5.48113,-0.5251029,0.7649862,0.06016667,937.595,-0.0009787367,6.4565945
-1.2270696,0.039929315,0.33433333,300.87,0.0006647415,5.4932594,-0.50063485,0.7728512,0.066083334,1033.655,-0.00090747984,6.577162
-1.2024153,0.036623873,0.31441668,283.005,0.00070582365,5.4298058,-0.5039657,0.77066773,0.064166665,1003.64,-0.00093355734,6.5400634
-1.2215943,0.012333517,0.33441666,300.98502,0.00065364916,5.4773197,-0.52037317,0.76649857,0.059750002,932.29,-0.0009889797,6.451128
-1.2238468,0.041753918,0.33258334,299.28,0.00067032856,5.4761424,-0.50606906,0.76899594,0.066583335,1038.655,-0.00090229855,6.5709
-1.2213755,0.044336196,0.33041668,297.31,0.0006765219,5.466896,-0.5055553,0.7690437,0.06558333,1027.45,-0.0009131433,6.558686
-1.2209508,0.031873368,0.33,296.98,0.0006709767,5.4821434,-0.508435,0.76960844,0.06108333,953.39,-0.0009789885,6.496406
-1.2226285,0.035501037,0.33116665,298.01,0.00066955766,5.464011,-0.5198003,0.7641858,0.0615,959.245,-0.00096693094,6.4822717
-1.2092681,0.045652255,0.31725,285.54,0.000706181,5.429689,-0.50316375,0.77096957,0.064666666,1010.97,-0.0009309802,6.5427084
-1.2142483,0.011719325,0.34083334,306.775,0.0006401633,5.4993215,-0.53677726,0.7616176,0.05466667,850.435,-0.0010662903,6.360081
-1.2168739,0.048807148,0.3245,291.865,0.000691443,5.462179,-0.50380194,0.7715281,0.06375,996.585,-0.00094032014,6.5405817
-1.2228371,0.028309343,0.332,298.73,0.0006653387,5.488374,-0.50811034,0.77029306,0.061333332,959.475,-0.0009728354,6.502397
-1.2241294,0.03043953,0.3325,299.115,0.000665106,5.468362,-0.5176637,0.76509565,0.061166666,954.59,-0.0009724372,6.4771414
-1.2039537,0.035759207,0.31608334,284.54,0.0007009873,5.4208765,-0.52865326,0.75940347,0.0585,911.355,-0.0010122593,6.4312763
-1.2232755,0.051206097,0.33141667,298.18,0.00067632674,5.4611673,-0.5026125,0.7715804,0.06891666,1077.79,-0.0008690656,6.5977125
-1.2093439,0.04242101,0.319,287.225,0.0006990668,5.449405,-0.51357234,0.7661175,0.061833333,966.02,-0.0009657989,6.511191
-1.1991478,0.038882956,0.311,279.84,0.00071487477,5.4212403,-0.5084422,0.7683101,0.06325,989.875,-0.00094420253,6.528707
-1.2214255,0.036837537,0.32991666,297.05,0.00067231874,5.4603987,-0.5200994,0.7638789,0.06108333,952.045,-0.0009734089,6.4750714
-1.2316076,0.020394197,0.33566666,301.995,0.0006553729,5.476832,-0.5202549,0.76960874,0.07733333,1210.28,-0.00076223013,6.70676
-1.2024835,0.03741299,0.31308332,281.605,0.0007110588,5.4188123,-0.5038586,0.77098185,0.06408333,1003.005,-0.0009369966,6.5347176
-1.2144651,0.007879113,0.34333333,309.075,0.000634275,5.508345,-0.5386204,0.7621229,0.05558333,862.435,-0.0010440805,6.3747973
-1.2282435,0.011448511,0.34075,306.505,0.0006408576,5.516354,-0.5091809,0.770787,0.062916666,984.035,-0.0009458487,6.526969
-1.2103765,0.029792797,0.33166668,298.6,0.0006661345,5.47032,-0.53630114,0.7587748,0.052,809.90497,-0.0011291542,6.3121214
-1.2130643,0.02650716,0.32775,294.965,0.0006729852,5.4748983,-0.51545316,0.7676348,0.060666665,949.84,-0.0009788832,6.488567
-1.2181492,0.05215049,0.32541665,292.78,0.0006904633,5.4569206,-0.5042871,0.77057123,0.0655,1020.93,-0.00091845996,6.5564966
-1.202826,0.04312181,0.31041667,279.35,0.0007195543,5.3991175,-0.4957427,0.7752222,0.06575,1032.04,-0.00091416616,6.551691
-1.2135911,0.039037056,0.3035,273.04,0.00073633465,5.3740335,-0.41146138,0.81969196,0.07491667,1189.435,-0.00083237054,6.6836014
-1.220398,0.050314914,0.32791665,295.04,0.0006846203,5.4661374,-0.49785492,0.7738668,0.066,1031.595,-0.0009117706,6.567633
-1.2204942,0.05665876,0.32633334,293.59,0.00069065194,5.4443464,-0.5003722,0.7728968,0.069583334,1088.19,-0.00086409407,6.606446
-1.2269597,-1.3231691e-05,0.34308332,308.82,0.00063201337,5.525545,-0.5175381,0.76815295,0.06266667,977.09,-0.00094001484,6.5187855
-1.219472,0.04925194,0.3255,292.945,0.00068923866,5.465935,-0.49935552,0.77324724,0.06458333,1008.915,-0.00093025225,6.553172
-1.216725,0.024472425,0.32983333,297.005,0.0006670801,5.4638405,-0.5381467,0.7570102,0.05291667,822.535,-0.0011110803,6.3283753
-1.202488,0.03576189,0.31541666,283.98,0.00070295186,5.419513,-0.5292651,0.7589981,0.0585,910.05,-0.0010149714,6.4289765
-1.2100724,0.04208975,0.31916666,287.33,0.0006977184,5.449482,-0.51435906,0.7663034,0.061166666,957.17,-0.00097422575,6.5018234
-1.2256862,0.035901148,0.3335,299.99,0.0006659828,5.4922614,-0.5076517,0.7699192,0.06458333,1007.85,-0.0009242826,6.5524974
-1.225818,0.023803614,0.33433333,301.005,0.0006580399,5.487576,-0.5142274,0.76812005,0.061166666,957.665,-0.00097022695,6.491043
-1.2036386,0.023065971,0.327,294.3,0.000673281,5.456637,-0.5338108,0.75974655,0.05825,903.54,-0.0010155226,6.419607
-1.22071,0.05543566,0.32791668,294.965,0.0006862538,5.449961,-0.5017038,0.77209365,0.06841666,1070.59,-0.00087574456,6.5908327
-1.2047673,0.038730048,0.30908334,278.02,0.00072302006,5.3937764,-0.4535395,0.79694784,0.071333334,1124.04,-0.00086331845,6.633267
-1.2074671,0.038326,0.32125,289.045,0.00069159665,5.4358983,-0.5516196,0.7485214,0.052416664,811.29,-0.0011203634,6.3157496
-1.2074233,0.034994453,0.32566667,293.285,0.00068060996,5.451171,-0.5481177,0.7515932,0.051666666,803.71,-0.0011350045,6.304649
-1.2225492,0.038912598,0.32908332,296.155,0.0006761868,5.477876,-0.5099769,0.768872,0.063083336,985.6,-0.00094824,6.5307446
-1.218192,0.03678188,0.32608333,293.47,0.0006821333,5.469926,-0.5170311,0.7657815,0.060083333,937.02,-0.0009922263,6.4786453
-1.2009493,0.042224433,0.32375,291.575,0.0006875725,5.4453793,-0.5526657,0.7490448,0.050666668,785.39,-0.0011577,6.281994
-1.2244363,0.038727514,0.33233333,298.795,0.00067014206,5.4869475,-0.50408244,0.7715952,0.06458333,1009.45,-0.0009255575,6.5537314
-1.2023598,0.024737803,0.32658333,294.025,0.0006748597,5.455695,-0.53400224,0.75944734,0.058333334,904.45,-0.0010139106,6.420495
-1.2043732,0.026974142,0.32025,287.995,0.0006901982,5.4552646,-0.5248982,0.7614523,0.058916666,914.015,-0.0010120473,6.453802
-1.221135,0.025877938,0.332,299.03,0.00066414487,5.489761,-0.514672,0.76856655,0.06108333,959.15,-0.0009686996,6.501157
-1.2180103,0.021739203,0.33125,298.3,0.0006624714,5.468453,-0.53569454,0.758507,0.053083334,824.045,-0.001110114,6.3299913
-1.2274201,0.04408246,0.33583334,302.145,0.0006655307,5.474296,-0.50113416,0.7722701,0.07091667,1107.49,-0.0008466822,6.624481
-1.2082804,0.0389433,0.3215,289.47,0.0006908673,5.4371758,-0.55694205,0.7459311,0.050333332,782.985,-0.0011537721,6.2809925
-1.2140088,0.030265722,0.32691666,294.2,0.0006753836,5.454746,-0.54835343,0.7509211,0.052,807.955,-0.0011247435,6.311712
-1.201772,0.03845168,0.31141666,280.215,0.00071533234,5.403161,-0.5003678,0.7728585,0.06675,1044.25,-0.000900203,6.564833
-1.2260314,0.023869777,0.33458334,301.01498,0.0006574181,5.479025,-0.51347977,0.7686867,0.061416667,958.785,-0.00096942345,6.4833384
-1.2232128,0.024188869,0.33266667,299.65,0.0006616677,5.49215,-0.51232576,0.76980245,0.06125,961.965,-0.00096703204,6.5040045
-1.209304,0.025477903,0.33716667,303.505,0.00065299013,5.489979,-0.53815943,0.76041776,0.0535,829.875,-0.0010940334,6.33656
-1.2313119,0.024914362,0.33366665,300.19,0.0006616014,5.4700794,-0.5019763,0.7788069,0.07725,1214.09,-0.00076977786,6.70839
-1.2169878,0.043350257,0.32433334,291.91,0.00068776717,5.4426565,-0.52096665,0.7632288,0.06016667,936.475,-0.0009884896,6.458491
-1.2011958,0.040209353,0.30900002,278.135,0.0007215678,5.3954005,-0.49508145,0.77574676,0.06616667,1037.225,-0.00090907264,6.556777
-1.2259482,0.034556355,0.33316666,299.93,0.00066487544,5.492116,-0.5133307,0.7669093,0.06358334,996.005,-0.00093477516,6.541289
-1.2199007,0.03482803,0.3275,294.76,0.00067805045,5.4742393,-0.5161722,0.76625484,0.06025,940.555,-0.0009887969,6.482466
-1.2151123,0.055667613,0.32266667,290.315,0.0006991611,5.434513,-0.4979412,0.7741722,0.067,1049.535,-0.0008985974,6.56926
-1.2069169,0.041373704,0.32075,288.785,0.00069372734,5.4346495,-0.55965114,0.7443676,0.049916666,776.90497,-0.0011620122,6.273442
-1.2022644,0.025406063,0.32366666,291.395,0.00068144855,5.464755,-0.5261948,0.7621001,0.05925,924.545,-0.000999683,6.461796
-1.2229623,0.034920853,0.33141667,298.275,0.0006689097,5.464872,-0.5201408,0.7639901,0.0615,959.325,-0.00096636714,6.482411
-1.2043885,0.03547202,0.3165,284.915,0.00070060004,5.43194,-0.52051,0.7631343,0.06016667,940.045,-0.0009877858,6.4720354
-1.2104136,0.034078028,0.322,289.715,0.000689447,5.4589987,-0.5196736,0.76386136,0.05925,922.56,-0.0010051175,6.463052
-1.2187951,0.040257577,0.326,293.4,0.00068286253,5.4478397,-0.51672584,0.7651576,0.060416665,942.14,-0.0009887939,6.4640584
-1.222056,0.04544281,0.33016667,297.145,0.0006768327,5.470444,-0.505614,0.76942974,0.066416666,1034.71,-0.0009062669,6.56853
-1.2013947,0.043578163,0.31841666,286.63,0.0006995748,5.4312243,-0.559343,0.74474263,0.050416667,783.95,-0.0011536544,6.2850184
-1.2196299,0.045711208,0.32758334,294.48,0.000683735,5.471393,-0.50382394,0.77174103,0.064,1000.4,-0.0009350211,6.544538
-1.2256683,0.035837486,0.33333334,299.865,0.0006659066,5.4917173,-0.5085415,0.7692634,0.06441667,1006.005,-0.0009259965,6.5509906
-1.232165,0.035011765,0.33708334,303.375,0.00065768237,5.4803653,-0.5112743,0.76963764,0.075666666,1184.355,-0.00078490603,6.690334
-1.2171834,0.057953186,0.32425,291.79,0.00069521676,5.4492307,-0.50227594,0.77218074,0.065416664,1026.135,-0.00091492943,6.5577755
-1.2023835,0.027324935,0.31975,287.605,0.00069124147,5.454408,-0.5253144,0.7609746,0.058833335,911.89,-0.0010143971,6.4511914
-1.2151484,0.055007886,0.323,290.775,0.0006975882,5.4444647,-0.50290453,0.7709703,0.06508333,1019.3,-0.0009220977,6.5505505
-1.2022337,0.03169004,0.31683335,285.155,0.0006989172,5.424372,-0.52663773,0.7600765,0.05825,907.27997,-0.0010207603,6.4263296
-1.2026494,0.031540018,0.31683335,285.185,0.000698353,5.4243126,-0.5257429,0.76061,0.0585,910.005,-0.0010177131,6.4289913
-1.2173518,0.012424224,0.33766666,303.86,0.00064671884,5.488572,-0.5288277,0.76307636,0.054166667,841.385,-0.0010893256,6.3496213
-1.2013844,0.03560985,0.31475,283.28,0.00070458144,5.4173355,-0.53039336,0.75838256,0.05825,906.575,-0.0010183159,6.425217
-1.2109025,0.03410861,0.32333332,291.075,0.00068559503,5.463958,-0.51376563,0.767143,0.059833333,931.61,-0.001000535,6.472963
-1.2174085,0.020574775,0.333,299.845,0.00066037645,5.4833126,-0.5280365,0.7622715,0.0605,942.355,-0.00097437896,6.4727573
-1.2291232,0.012654548,0.33716667,303.47,0.0006484097,5.483306,-0.540839,0.7611481,0.07725,1206.335,-0.0007533687,6.7046566
-1.2222617,0.054405667,0.32925,296.18,0.0006836401,5.453214,-0.50012314,0.772797,0.07,1095.715,-0.0008579092,6.6135783
-1.2013869,0.045078628,0.32025,288.145,0.00069663144,5.433168,-0.5617216,0.7434969,0.049416665,767.3,-0.0011767044,6.260294
-1.2145851,0.025022399,0.33,296.955,0.0006672969,5.4638624,-0.5374469,0.7571968,0.053,823.78,-0.0011108954,6.3293986
-1.205296,0.03879061,0.31016666,279.275,0.0007198038,5.398007,-0.4531608,0.7968757,0.071166664,1122.16,-0.00086332456,6.631854
-1.2089316,0.04649467,0.31825,286.5,0.00070355035,5.4235463,-0.4985329,0.7736754,0.0665,1040.6,-0.00090439286,6.560992
-1.2102814,0.035286084,0.32433334,291.97,0.0006832559,5.4460335,-0.54742754,0.75162077,0.05175,803.96,-0.0011311128,6.306298
-1.2222782,0.04455838,0.33083335,297.705,0.00067532994,5.4721723,-0.50501394,0.7698727,0.066416666,1034.9451,-0.000905409,6.569006
-1.2183378,0.05594233,0.32633334,293.69,0.0006896078,5.445874,-0.49184334,0.7777619,0.06808333,1071.04,-0.0008828159,6.5880795
-1.2085872,0.04915146,0.31733334,285.54,0.00070644345,5.4303093,-0.50172615,0.7722552,0.06441667,1011.09503,-0.00092862104,6.542761
-1.2241294,0.03707,0.33058333,297.555,0.0006718202,5.483102,-0.5101653,0.7688522,0.06325,988.42,-0.00094475533,6.534076
-1.2188822,0.015971646,0.334,300.63,0.00065652875,5.4757967,-0.5253248,0.7645493,0.059833333,932.975,-0.0009846028,6.451758
-1.2027931,0.031791296,0.3175,285.71,0.00069740356,5.426258,-0.526395,0.7604406,0.05825,908.545,-0.0010194184,6.427711
-1.2178994,0.045637783,0.32525,292.76,0.00068684784,5.4466248,-0.5178439,0.76462024,0.061333332,958.16,-0.0009701694,6.4827714
-1.2205087,0.0585193,0.32625,293.62,0.0006912847,5.443755,-0.48851967,0.77929455,0.069416665,1088.13,-0.0008708974,6.604716
-1.2301543,0.041841913,0.329,296.15,0.0006774343,5.454404,-0.47231805,0.79,0.07575,1191.6799,-0.00079740153,6.6919785
-1.2017014,0.044013735,0.319,286.96,0.0006990514,5.430419,-0.55920035,0.74460036,0.050916668,789.425,-0.0011446326,6.29121
-1.2136031,0.031260602,0.32625,293.67,0.00067722326,5.452554,-0.54974276,0.75013167,0.05183333,805.3,-0.0011276028,6.3083153
-1.2254486,0.045370378,0.33341667,300.005,0.00066976453,5.4683223,-0.5041547,0.7711894,0.068833336,1076.97,-0.000869355,6.596615
-1.2090678,0.050963234,0.316,284.44,0.00071091624,5.4145184,-0.4901691,0.7784555,0.06733333,1058.155,-0.0008949574,6.575941
-1.2036667,0.022704555,0.32716668,294.47,0.0006729284,5.457241,-0.5343584,0.7594721,0.058333334,904.665,-0.0010138424,6.4207773
-1.199915,0.036878835,0.31208333,280.865,0.00071212475,5.423938,-0.5081431,0.76831996,0.06316666,989.02,-0.00094467617,6.5277514
-1.2040166,0.03237772,0.31525,283.685,0.00070372573,5.438859,-0.50793564,0.7693139,0.062916666,981.27,-0.000953546,6.5255117
-1.2246095,0.037582856,0.33216667,299.09,0.0006682972,5.488891,-0.51089513,0.7680867,0.06358333,995.215,-0.00093681156,6.5402064
-1.2291828,0.035762787,0.3285,295.55,0.00067796174,5.452529,-0.46926603,0.79393256,0.07716667,1217.385,-0.0007844087,6.7094283
-1.2234496,0.0391435,0.331,298.065,0.0006719019,5.485064,-0.5095991,0.7686953,0.0635,993.425,-0.0009387634,6.5382805
-1.2235312,0.0322491,0.33125,298.075,0.00066819164,5.464625,-0.5157753,0.76601905,0.06125,955.175,-0.0009750004,6.47768
-1.2075244,0.043435127,0.31766668,285.965,0.0007018305,5.4240065,-0.52495366,0.76110774,0.059083335,919.65497,-0.001006286,6.439082
-1.212444,0.04906364,0.31716666,285.655,0.0007081294,5.41847,-0.4528684,0.7970659,0.071833335,1131.53,-0.00085571554,6.640452
-1.2052174,0.04095325,0.31958333,287.74,0.0006958887,5.4351444,-0.554445,0.7472781,0.051083334,794.61,-0.0011403776,6.2989407
-1.2243183,0.04451416,0.331,297.75,0.00067467213,5.4820824,-0.499852,0.7730416,0.0655,1024.07,-0.0009172518,6.5679564
-1.2046605,0.042504508,0.31875,286.95,0.0006983632,5.4327464,-0.5546898,0.7473037,0.051,792.315,-0.0011424972,6.2963376
-1.2305442,0.029820587,0.33141667,298.13,0.0006687606,5.4622583,-0.48689595,0.7856179,0.077083334,1213.9401,-0.00077772234,6.70764
-1.2223554,0.03414693,0.32991666,296.875,0.0006718912,5.4603734,-0.51574665,0.7659306,0.06108333,952.87,-0.0009778256,6.475237
-1.2131865,0.02116604,0.3345,301.29,0.0006563486,5.480008,-0.5339685,0.7609713,0.053166665,826.56,-0.0011049393,6.3317823
